♻️ Reload Clairvoyant!
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
